eta,0.2
ls,2,
Gradients
0.031817160856632026,-0.1476438039533274,
0.037974404601424115,-0.1352053770008104,
0.03910585725948914,-0.12828750990498114,
0.03953263824899169,-0.12603674900072626,
0.03969029226183708,-0.12627725861932715,
0.03958369925730272,-0.127863645490321,
0.03917183650632559,-0.13014651430570776,
0.038434768915943406,-0.1327217798343365,
0.03738515063889639,-0.13532557730192904,
0.03606401820561728,-0.13778662300075462,
0.03453090373857547,-0.14000094097658974,
0.03285296776085772,-0.14191520661646903,
0.031095855852545987,-0.14351358367784214,
0.02931745569706351,-0.14480647551952713,
0.02756460760769891,-0.14582095556239727,
0.025872203639089684,-0.14659300774845357,
0.024263909956293066,-0.14716166551687387,
0.022753797728458043,-0.1475649679778374,
0.021348328331048654,-0.1478374916160015,
0.02004832121343949,-0.1480091216157128,
0.01885069277438759,-0.14810470675138343,
0.01774987483253171,-0.14814427771231195,
0.01673890041447835,-0.14814357453602794,
0.015810189240483795,-0.1481147016438152,
0.014956084923862203,-0.14806679408014087,
0.014169199625901862,-0.14800662931109637,
0.013442616952236933,-0.14793915443871575,
0.012769995216050108,-0.1478679211313184,
0.012145603834246465,-0.14779543322069463,
0.011564317122384177,-0.14772341793395566,
0.011021582736939917,-0.14765303365067967,
0.010513376573244585,-0.14758502672111803,
0.010036151899812492,-0.14751984843531893,
0.009586787636067153,-0.14745774140870382,
0.009162538694896898,-0.14739880283608775,
0.008760989980943448,-0.14734303044869987,
0.00838001477229074,-0.14729035565358853,
0.0080177376741261,-0.14724066724428292,
0.007672502013005126,-0.1471938282181297,
0.007342841364841354,-0.14714968758100658,
0.0070274548267785855,-0.14710808852518237,
0.006725185617435375,-0.14706887399602941,
0.006435002598194798,-0.14703189038887515,
0.006155984334995587,-0.14699698991505306,
0.005887305355781441,-0.14696403202789793,
0.005628224297444015,-0.14693288419104317,
0.005378073674251249,-0.1469034221924031,
0.005136251035475048,-0.1468755301498005,
0.0049022113122926085,-0.146849100312531,
0.004675460182724071,-0.14682403273297598,
Average Error
0.12513847419776086
0.0709566970786859
0.06459493044994233
0.06245761963345719
0.06112602373361389
0.060019348173351555
0.05898963139351081
0.05799662402221911
0.05703471950258436
0.056110448132879284
0.05523372393773615
0.05441388539830795
0.05365787212397636
0.05296956830216301
0.052349845549619516
0.051797008142923345
0.051307424620830974
0.050876190657485734
0.05049772376315291
0.05016623901443784
0.049876092320979476
0.04962200182646169
0.04939917015100791
0.04920333342516721
0.0490307609477068
0.04887822472609433
0.048742953075527305
0.04862257791319584
0.04851508180084304
0.04841874819360527
0.0483321166013284
0.048253943261244985
0.04818316726984802
0.04811888177465922
0.04806030967096732
0.048006783206856266
0.04795772692101371
0.047912643390028306
0.0478711013261274
0.047832725631860536
0.04779718907955037
0.04776420533793606
0.04773352311560477
0.04770492123076324
0.04767820445030207
0.04765319996878857
0.047629754420834225
0.04760773133901675
0.04758700898488738
0.04756747849316829
Output
0.3836692417215609
0.04602922656097085
0.04627102512035326
0.04733586415120725
0.04792976769127355
0.3841365465164232
0.04559876433765436
0.38776639594391316
0.04582043757082969
0.3890378538959271
0.0452268419226548
0.38368274469028146
0.047422185763382155
0.3830273682784514
0.04689940046180245
0.046727411858788474
0.04596120681697701
0.04747343458845277
0.0462641176124431
0.3862813840990122
0.38492749935322473
0.3835040112212289
0.0470342509427813
0.04638403641343056
0.04583197109427457
0.045719467437611544
0.04569300212488652
0.38602480369327874
0.38389090773875073
0.38631443598708615
0.3874545515320011
0.046945457903602245
0.3859009158275821
0.0460221805519081
0.04640193678000123
0.046243768049499846
0.38859857701625544
0.3853665004642897
0.047309983958247336
0.38792257298754274
0.04652031012467153
0.38636836355513393
0.04748899125490786
0.3845255236010123
0.3826704714922842
0.38549868816762267
0.04739810539508794
0.047238050777231144
0.04675292709926905
0.045580011061864024
0.3841770757905412
0.045710037062827155
0.04600430537981236
0.045453583283693325
0.047123404320079346
0.38534596193518644
0.04716049760612
0.0468246062193452
0.04698985580882728
0.045450718794471816
0.045319437564599795
0.04553326450421266
0.04632873190619424
0.04515960417893055
0.3857503235811225
0.38750786966058476
0.38854251412890306
0.3813426337615434
0.04643993058124044
0.04679009600748234
0.04522726643021391
0.045311307924655986
0.3847166578417549
0.04548408053915759
0.04683118730356799
0.38715920986537244
0.0470729682938379
0.04657693104230901
0.386648839282881
0.38340768098557587
0.04666381363731151
0.3833904298717694
0.04541508150964617
0.047014257475684426
0.04619691551325752
0.04614382601240206
0.047955761278636135
0.04563491777698798
0.04733908229385664
0.04681811274951763
0.04701603283798687
0.046448536255266244
0.3860209212977433
0.045947826129732534
0.046042433770107194
0.3820217978900607
0.045474042537572625
0.04728130403142159
0.3884230418949357
0.38463939049234447
0.04503128995558023
0.045466261239666544
0.0465595263065667
0.383867377094682
0.38444470383585244
0.38563093479357036
0.04657604436986877
0.38494251953682124
0.04535256282291613
0.38095913297609857
0.387171892737642
0.38651656769097936
0.3810471069827291
eta,0.5
ls,3,
Gradients
0.03877344180604174,-0.13738518474242098,
0.041647303247199334,-0.1353781916362489,
0.043528250826669175,-0.13829327929767096,
0.04489037433841725,-0.14190662565043297,
0.0457627880141925,-0.14482670887225502,
0.04621568342171375,-0.14671922670434398,
0.046367433730136715,-0.14771742753443917,
0.04633702401040948,-0.14810164209689686,
0.04621332553405248,-0.14813039400905145,
0.04605026448754321,-0.14798436889819663,
0.04587536948684824,-0.14777058909074842,
0.045700278795616306,-0.147544897127801,
0.045528517426052996,-0.14733285339481633,
0.045360092652277396,-0.14714393207173712,
0.045193832759571936,-0.14697982069453508,
0.04502842468613724,-0.1468388407374538,
0.04486279403371619,-0.14671813817780635,
0.04469618879488142,-0.14661469084110734,
0.0445281478547795,-0.1465257234139495,
0.04435843661218615,-0.14644884158087318,
0.04418698305374008,-0.14638204181820344,
0.04401382519955968,-0.14632367233243657,
0.04383907151162214,-0.14627237986685285,
0.0436628725353556,-0.1462270572488218,
0.04348540127206707,-0.1461867972087449,
0.04330683996555375,-0.1461508538078657,
0.04312737144645386,-0.14611861107609916,
0.042947173645180754,-0.14608955786037606,
0.04276641627248078,-0.1460632677814141,
0.04258525896246322,-0.14603938329232546,
0.042403850388393484,-0.14601760298968183,
0.042222328014458466,-0.14599767148826995,
0.04204081825360093,-0.14597937131277094,
0.04185943687554182,-0.1459625163771834,
0.04167828956007909,-0.14594694671693062,
0.04149747252571209,-0.14593252421253053,
0.04131707318755523,-0.14591912910122562,
0.04113717081481055,-0.14590665711748496,
0.04095783716915338,-0.1458950171377037,
0.04077913711287923,-0.14588412923102761,
0.040601129180690435,-0.1458739230388466,
0.04042386611234206,-0.14586433642151364,
0.040247395345549074,-0.14585531432333512,
0.04007175946994785,-0.14584680781665002,
0.03989699664375709,-0.14583877329349565,
0.03972314097527115,-0.1458311717794212,
0.03955022287156114,-0.14582396834881256,
0.03937826935684209,-0.1458171316249208,
0.03920730436294064,-0.14581063335084135,
0.03903734899421156,-0.14580444802015133,
Average Error
0.0679609748652223
0.057998535408965185
0.05591543474514379
0.05425369390069258
0.05280634855624272
0.05160661589369443
0.05066782863056239
0.04996389624980512
0.04944799127344146
0.049071799608439104
0.048795311950317256
0.04858889391624508
0.04843178866914655
0.04830978750520119
0.04821319385967886
0.048135333878875974
0.04807154638782595
0.048018518984240796
0.0479738550625385
0.04793579002786996
0.04790300305976934
0.04787449032318303
0.047849478135404425
0.0478273624955765
0.04780766628895369
0.04779000853546427
0.04777408197666536
0.04775963652299163
0.04774646687832223
0.047734403181800264
0.04772330385599485
0.04771305008706022
0.04770354152506307
0.04769469290576294
0.04768643137482774
0.04767869435226893
0.047671427815804746
0.04766458491164375
0.04765812482306679
0.04765201184341106
0.04764621461219559
0.04764070548227439
0.047635459992852305
0.04763045642851735
0.047625675448540114
0.04762109977386891
0.04761671392173039
0.0476125039796933
0.047608457412591114
0.04760456289692116
Output
0.40330594890716975
0.020303892778769414
0.020907113860239687
0.022362339926929174
0.022647902861184448
0.40441452742681344
0.019881121930659607
0.4072172294729638
0.02036193285329017
0.40740175113548976
0.01938245555077294
0.4035174712931976
0.021944010652594218
0.40383488005198576
0.021782739880283196
0.021332685356562863
0.020327067432077836
0.022073995248581273
0.020584617286783388
0.4044186814461986
0.40478319842123994
0.4028268251589956
0.021534024107892614
0.02062314283559509
0.020019043210329414
0.019991048381461648
0.020163937234698764
0.4062737801614241
0.4039777065223376
0.4052770609138817
0.4058694421878427
0.021370763045917663
0.40424211004371585
0.020269596349285615
0.021057465100888854
0.020954870431581896
0.4078199491672474
0.40376644445872906
0.02233089962833989
0.40629764512006333
0.020812565344070964
0.40665211075869345
0.02202117084970421
0.404009182234865
0.4028271706043584
0.4042584628869248
0.02226700880227149
0.02202145853776777
0.021358991611544788
0.020188140637476957
0.40308764897998783
0.019972466620188513
0.02048488405083308
0.019975642444306406
0.021782658375478284
0.40483206278649564
0.02180174722506307
0.0212257744003121
0.021836211633077206
0.019622958050214773
0.019733863623026177
0.020145527774741406
0.02063723508642449
0.01968744154794934
0.4054342623990094
0.40681486837483766
0.40769050846070687
0.40162211810443427
0.02091306907895051
0.0214354405358335
0.01971829249010854
0.019581435472783123
0.4042617421909191
0.02005795619338197
0.02170610501977834
0.40605509780716026
0.02200438545651952
0.02117754193358254
0.40491419433913367
0.4039753753767213
0.021003243981120093
0.40269154521593714
0.019763547253222092
0.02192392979565073
0.020439996533198262
0.020747373562135733
0.022663253172790734
0.020086330060024533
0.022294069569779747
0.021562531917720812
0.021755652245102813
0.021227127044303008
0.4046974153062152
0.02027068602224984
0.020408591735618816
0.4025749719585713
0.019865409604508697
0.022286465475696546
0.4072845822674909
0.4044548203732811
0.019509042409232468
0.019924534657719227
0.021241776263555282
0.40229236551323266
0.4036808101845531
0.4040774048597884
0.021142830993132133
0.40414918709787784
0.019701248200247802
0.401420922484519
0.4061485684850503
0.40567170422306686
0.40157106995795544
eta,0.9
ls,2,3,3,
Gradients
0.001052329034387144,-0.0014234858191919946,0.04314782931710599,-0.0994748720726408,
0.0009948423790598104,-0.0014260272830155202,0.04287362692513293,-0.09866020379023588,
0.000945291884460075,-0.0014560702889131172,0.042757214888488146,-0.09864077801192256,
0.0008985970406197525,-0.0014920331556657074,0.042667629013805886,-0.09871276880727413,
0.000854028514304867,-0.0015311758064135029,0.04258837578321941,-0.0987922277882556,
0.0008113614224761337,-0.0015730353765599002,0.04251680653284755,-0.0988692220271759,
0.0007704406686013707,-0.0016174439566048683,0.042452013472821605,-0.09894286739734495,
0.0007311298007764563,-0.0016642813615136225,0.04239335363900104,-0.09901336148832543,
0.0006933039992160306,-0.0017134432305317008,0.04234026360473939,-0.09908100263178958,
0.0006568482802814598,-0.0017648362207815889,0.042292232427987686,-0.09914607231893902,
0.0006216564129120523,-0.001818376705645151,0.04224879446240577,-0.09920882439246402,
0.0005876300127475537,-0.001873989992490378,0.04220952498603857,-0.0992694870275645,
0.0005546777405781622,-0.0019316096717801683,0.04217403650546625,-0.09932826583970436,
0.0005227145867298152,-0.001991177040122605,0.04214197543822233,-0.09938534673020565,
0.0004916612305692352,-0.002052640582986704,0.042113019108361835,-0.0994408983586645,
0.00046144346623056226,-0.0021159555092134207,0.042086873021680585,-0.09949507428154511,
0.00043199168680301475,-0.002181083331033718,0.04206326839354338,-0.09954801480630586,
0.0004032404201582582,-0.0022479914841702277,0.042041959905428236,-0.09959984860426184,
0.00037512791041565736,-0.0023166529832874417,0.042022723668860375,-0.09965069411852934,
0.00034759573976269925,-0.002387046108648433,0.04200535537772852,-0.09970066079754306,
0.0003205884859785835,-0.0024591541203533357,0.041989668632087966,-0.0997498501797941,
0.0002940534115615434,-0.0025329649969874383,0.041975493418473356,-0.09979835685143784,
0.0002679401808443699,-0.0026084711959036095,0.04196267473348424,-0.09984626929511994,
0.00024220060190613586,-0.002685669432712337,0.04195107133897708,-0.09989367064562768,
0.0002167883904588279,-0.002764560477859833,0.04194055463861934,-0.09994063936570004,
0.00019165895321213242,-0.00284514896844671,0.04193100766684943,-0.09998724985344094,
0.00016676918850375857,-0.0029274432336814107,0.04192232418245144,-0.100033572991199,
0.00014207730223157234,-0.0030114551325794606,0.04191440786001896,-0.10007967664446928,
0.00011754263734189895,-0.0030971999027151337,0.04190717157355252,-0.10012562611827328,
9.312551531948316e-5,-0.0031846960190110175,0.04190053676733089,-0.10017148457756572,
6.878708829214435e-5,-0.0032739650617161346,0.04189443291002411,-0.10021731343745874,
4.448920050998833e-5,-0.0033650315928788277,0.04188879702879077,-0.10026317272843098,
2.01942580876898e-5,-0.003457923040768775,0.04188357332083081,-0.10030912144117798,
-4.134893989162549e-6,-0.0035526695918474587,0.04187871284055968,-0.10035521785534515,
-2.8535088494440234e-5,-0.003649304090030317,0.04187417326123865,-0.10040151985605976,
-5.3042947043955245e-5,-0.00374786194313006,0.04186991871054643,-0.10044808524192297,
-7.769498637168534e-5,-0.0038483810365227433,0.04186591968021943,-0.10049497202794305,
-0.00010252772047816597,-0.0039509016542384956,0.04186215301052741,-0.10054223874676876,
-0.0001275777592762361,-0.004055466407851908,0.041858601950997776,-0.1005899447515241,
-0.00015288190431546542,-0.004162120173735897,0.04185525629946072,-0.1006381505235409,
-0.00017847724213184137,-0.004270910039451823,0.04185211262216869,-0.10068691798834178,
-0.00020440123574374546,-0.004381885260282392,0.04184917455845321,-0.10073631084333826,
-0.00023069181479904466,-0.004495097227177374,0.04184645321412889,-0.10078639490087932,
-0.0002573874648718191,-0.004610599447680965,0.041843967648648304,-0.1008372384505261,
-0.00028452731641168545,-0.004728447541750319,0.041841745461858336,-0.10088891264472989,
-0.000312151233865065,-0.004848699254764986,0.041839823487122646,-0.1009414919124784,
-0.00034029990551759734,-0.0049714144904742935,0.04183824859856343,-0.10099505440594232,
-0.0003690149346523039,-0.0050966553671444766,0.04183707864125366,-0.10104968248572474,
-0.00039833893268167346,-0.005224486300760043,0.04183638349436965,-0.1011054632509987,
-0.0004283156149966785,-0.005354974119817293,0.04183624627861029,-0.10116248912163224,
Average Error
0.06563230132543106
0.06537962608495741
0.06534622738820295
0.06532993271891104
0.06531620628683572
0.06530330945914779
0.06529097786848585
0.06527913303304755
0.06526772438477918
0.06525670908140378
0.06524604894215802
0.06523570959294982
0.06522565995386605
0.06521587182511707
0.06520631953214269
0.06519697961777315
0.06518783057395615
0.06517885260710987
0.06517002743215944
0.06516133809109115
0.06515276879250362
0.06514430476916624
0.06513593215103486
0.06512763785154432
0.06511940946530356
0.0651112351755742
0.06510310367012853
0.06509500406426111
0.0650869258298773
0.06507885872970688
0.065070792755793
0.06506271807149194
0.06505462495628864
0.06504650375278669
0.06503834481527651
0.06503013845931561
0.0650218749117775
0.06501354426083895
0.06500513640537749
0.06499664100324673
0.06498804741788215
0.06497934466266697
0.06497052134245436
0.0649615655915984
0.06495246500779213
0.06494320658094145
0.06493377661622265
0.06492416065037195
0.06491434336013652
0.06490430846167655
Output
0.15456741018203593
0.1536384834134258
0.15366427401258764
0.15369119078680732
0.1536705758281054
0.1545767923134839
0.15363780544497305
0.15458117147326686
0.15365687394585706
0.15457319439151573
0.15362732750968508
0.15456980679203805
0.15365757221932538
0.15457879592334017
0.15368169256507838
0.15366265936222784
0.15364474409705264
0.15366282735448453
0.1536422631341862
0.15455958856518695
0.1545748393719973
0.15456306233892433
0.15365578815431802
0.15363687655047903
0.15363172432208602
0.15363739960244005
0.15365156600092422
0.15458379531631364
0.15457358651299843
0.1545695945278751
0.15456750706467093
0.15365065003680828
0.15456055569805738
0.15363654530142154
0.1536657821049438
0.15366947203453202
0.15458175441723018
0.15455919614173652
0.153690836218899
0.15456887866855598
0.15364085153636478
0.1545855637237445
0.15365829726851787
0.15456887063925226
0.15456976772029493
0.1545640020004061
0.1536806606347583
0.15367497072325573
0.1536627376246516
0.15366114101354583
0.154560727140922
0.1536367180135047
0.15365293420908788
0.15365465611235393
0.15366660466164486
0.1545720672807023
0.15366541198103403
0.1536488463902343
0.15367919178279613
0.15362938168544835
0.15364649358150445
0.15366134044142482
0.15364157066680734
0.1536542992925202
0.15457599603517175
0.15457841847528758
0.15458064693276322
0.15456622966168573
0.15365320193189233
0.1536654510022555
0.15365180114948288
0.1536359810886301
0.1545703357234173
0.1536584676502236
0.1536811141320229
0.15457211259285197
0.15368493061684674
0.15366218387196023
0.15456255293701981
0.1545774203127054
0.15364436927473704
0.1545623746281514
0.1536420020841158
0.15368347248726089
0.15363669810798677
0.15366182223529584
0.15366987489040165
0.1536500274101261
0.1536864195618873
0.15367222261653812
0.15367198018045086
0.15367434502712132
0.15456503069101912
0.1536416728456837
0.15364495734355635
0.15457199234353353
0.1536452775735737
0.15368980048351555
0.15457672348455748
0.1545732479660409
0.15365024358422735
0.15365008411334724
0.1536677857796677
0.15455377577486729
0.15456561935549012
0.1545607710652776
0.15365985539920063
0.15456718194348365
0.15364182263759524
0.1545669445240704
0.15457313057111308
0.15457268683227546
0.15456800169210996
